id,sentence,VI,normalized-VI,homogeneity,completeness,V-score,epoch
0,-,4.5793495986739465,0.6100244285416673,0.4141743467111127,0.3684484049077975,0.3899755714583325,1
0,-,4.143229636251776,0.5578090794465399,0.4646783795082674,0.4217794930865727,0.44219092055346,2
0,-,3.9919581648666735,0.538945630753866,0.4831504490396681,0.4408909568313145,0.4610543692461342,3
0,-,3.870316692880141,0.5195523670811272,0.5063519104926556,0.4570648162944021,0.4804476329188729,4
0,-,3.788553613895751,0.5072480776645543,0.5206796144273583,0.4676676338085686,0.4927519223354457,5
0,-,3.767276966545711,0.5033302323206419,0.5259342794564663,0.4704903189934348,0.4966697676793583,6
0,-,3.750762388547277,0.4999410531195123,0.5307758729043164,0.472702810331269,0.500058946880488,7
0,-,3.694787193077286,0.4910181234229087,0.5418554497021992,0.479868934173903,0.5089818765770909,8
0,-,3.685598977150663,0.4897166566757236,0.5433301619918913,0.4810260313881786,0.5102833433242766,9
0,-,3.654016580368456,0.4855311174807601,0.5477744558852154,0.4849812383932892,0.5144688825192397,10
0,-,3.64825187790702,0.4847853824477294,0.5485455475388946,0.4857021986644209,0.5152146175522712,11
0,-,3.632318408076001,0.4829056032682167,0.5502761858555099,0.4876867650509838,0.5170943967317834,12
0,-,3.633442851998401,0.4830505352429687,0.5501271461110745,0.487545997118358,0.5169494647570307,13
0,-,3.6187940369784815,0.480995577888886,0.5524373842120136,0.4893871948801376,0.5190044221111138,14
0,-,3.637448274682177,0.4836323509568858,0.5494519607460381,0.4870412893600874,0.5163676490431146,15
0,-,3.6530114700772223,0.4855556511978404,0.547569996263104,0.4850979909968761,0.5144443488021598,16
0,-,3.636616759047717,0.483292639155135,0.5500741333806192,0.4871570554034229,0.516707360844865,17
0,-,3.634340023541067,0.4830243192198636,0.5503207561321805,0.4874406418916143,0.5169756807801362,18
0,-,3.649200772622189,0.4852323944812489,0.547707136318405,0.4855653309568256,0.5147676055187516,19
0,-,3.659351813717021,0.4865191636968665,0.546408784688849,0.484295960721168,0.5134808363031336,20
