alpha,id,sentence,VI,normalized-VI,homogeneity,completeness,V-score
0.5,0,-,4.388194028104966,0.5915078393876975,0.4287442051911873,0.3900670591753044,0.4084921606123025
0.6,0,-,3.6670670810432906,0.4938908586084886,0.5316444296349996,0.4829143939995844,0.5061091413915113
0.7,0,-,3.6894740667134616,0.4979286171779445,0.5263226533004524,0.4799565161739738,0.5020713828220555
0.8,0,-,3.8010750143601033,0.520231472165359,0.4959418909903419,0.464616722516354,0.4797685278346407
0.9,0,-,4.003927362640004,0.5387994637741413,0.4848842286381811,0.4397227135236149,0.4612005362258587
1.0,0,-,4.388194028104966,0.5915078393876975,0.4287442051911873,0.3900670591753044,0.4084921606123025
