normalized-VI,homogeneity,completeness,V-score,avg_loss,epoch
0.6723627089409745,0.34942170589044047,0.30840973455001325,0.3276372910590257,273.14910888671875,1
0.639308412821351,0.3858525207144989,0.33861119794055344,0.3606915871786494,157.82420349121094,2
0.6225851557083082,0.403372780880135,0.35459581411974156,0.3774148442916923,153.9967498779297,3
0.6131376771868752,0.41362588796089345,0.36335173483982103,0.3868623228131246,152.43130493164062,4
0.6052445777853293,0.4223121431947998,0.3705746755757281,0.3947554222146706,151.49220275878906,5
0.5981814284176747,0.4298053043544156,0.37725372974644494,0.4018185715823247,150.8375701904297,6
0.5922285413169772,0.43612157104895294,0.3828821767610577,0.407771458683023,150.323486328125,7
0.5868436818112556,0.44197400967893424,0.3878665535535153,0.41315631818874404,149.89695739746094,8
0.5822282991379579,0.4469102898097306,0.39220021354508644,0.4177717008620414,149.54022216796875,9
0.5785144291333627,0.45090011881079556,0.39567372627777897,0.4214855708666367,149.22702026367188,10
0.5757708430829666,0.45384605868852,0.39824091314949106,0.42422915691703345,148.95278930664062,11
0.5730047969166201,0.456786334414994,0.4008520479467005,0.4269952030833803,148.69764709472656,12
0.5702978093928589,0.4595808496734216,0.4034713686005504,0.4297021906071414,148.4710235595703,13
0.5690934001832055,0.4606927785933114,0.4047381764313115,0.4309065998167947,148.2510986328125,14
0.5690097348438565,0.4610059079061719,0.4046442731922918,0.4309902651561442,148.052734375,15
0.5672012209148571,0.46299766296585365,0.40629810677331696,0.43279877908514375,147.8779296875,16
0.5649659337433671,0.4654733861792613,0.4083315015570573,0.43503406625663316,147.70925903320312,17
0.5628256608532489,0.4677473453438044,0.41035276997222664,0.4371743391467509,147.55113220214844,18
0.5614277894082236,0.4692875707513725,0.41163056171029133,0.43857221059177626,147.40150451660156,19
0.5603453170414293,0.4704661157994761,0.4126309497514688,0.4396546829585705,147.25729370117188,20
0.559623450787875,0.47120946113283013,0.4133308413544067,0.44037654921212493,147.12847900390625,21
0.5584197330471964,0.47251321795260426,0.4144485066922126,0.441580266952804,147.009765625,22
0.5573104954779381,0.4736260386226844,0.41554662930102454,0.44268950452206207,146.88478088378906,23
0.5562180225758719,0.4748020099752251,0.41656661267542805,0.44378197742412845,146.7752227783203,24
0.5552408130471843,0.47582634257987294,0.41750020074268734,0.44475918695281585,146.66587829589844,25
0.5545294789657184,0.4765548824045332,0.4181929477862848,0.44547052103428103,146.56622314453125,26
0.5536397764287578,0.47738066778990706,0.41912524691665026,0.4463602235712428,146.47589111328125,27
0.5530975199150042,0.4779195747866434,0.41966605288643316,0.44690248008499667,146.3831024169922,28
0.5522954882407384,0.4787812367997183,0.42041614705255076,0.447704511759261,146.29705810546875,29
0.5514913547554746,0.4796669517753047,0.42115140395114337,0.4485086452445251,146.20021057128906,30
0.5505617059253348,0.4806515314429052,0.4220317894466721,0.4494382940746653,146.11660766601562,31
0.5498501465770906,0.4814722501464907,0.42265391059270646,0.4501498534229102,146.01812744140625,32
0.5485490701804796,0.4829844358114523,0.42378264180874525,0.45145092981952023,145.93130493164062,33
0.5476179226555952,0.483936859299902,0.4246904201597926,0.4523820773444047,145.8287353515625,34
0.5464723251890214,0.48509287487077407,0.4258194234883106,0.45352767481097894,145.7437744140625,35
0.5461249050752413,0.48539689865761115,0.4261977027250064,0.45387509492475886,145.66786193847656,36
0.5458167917843797,0.48548817456179166,0.4266708654178688,0.4541832082156198,145.58009338378906,37
0.5451676609024854,0.4860599174891649,0.42737504960699463,0.4548323390975142,145.49569702148438,38
0.5450152272950314,0.4861635854021778,0.4275640836982947,0.45498477270496895,145.4083709716797,39
0.5440020381684033,0.48722854879785454,0.4285298683579831,0.45599796183159713,145.3255615234375,40
