normalized-VI,homogeneity,completeness,V-score,avg_loss,epoch
0.8044452746200487,0.20372427130535287,0.1880151315833996,0.19555472537995167,297.96026611328125,1
0.7737242954867902,0.23555862244506157,0.2176966913615429,0.22627570451321016,161.33456420898438,2
0.7625965416903638,0.24756748827908343,0.22804109595090238,0.2374034583096366,157.67864990234375,3
0.753134543033715,0.25759967871829015,0.23699004221868258,0.2468654569662853,156.35171508789062,4
0.746048520859329,0.26428648054051695,0.24439436483968,0.25395147914067134,155.45034790039062,5
0.7350434223252426,0.27564431898768654,0.2550667059001001,0.26495657767475794,154.8580322265625,6
0.7293029353124191,0.2817532052694236,0.2604758581424926,0.27069706468758103,154.3890380859375,7
0.7222882378761092,0.2891990564411277,0.2671021792850634,0.27771176212389087,153.99972534179688,8
0.7170683056892113,0.29471515737545934,0.2720542712250065,0.2829316943107887,153.62759399414062,9
0.7147756256938945,0.29714351625189345,0.27422456661798794,0.2852243743061057,153.35337829589844,10
0.7085040554406081,0.30394148366934215,0.28002953185214113,0.2914959445593921,153.07232666015625,11
0.7039707426830972,0.30852621079520165,0.28450527939687714,0.296029257316903,152.73968505859375,12
0.7033804709475725,0.30926322193447214,0.2849690609961788,0.29661952905242783,152.45162963867188,13
0.7006410372195518,0.31202845396380996,0.2876781813148056,0.29935896278044805,152.18849182128906,14
0.6971894264466703,0.31566250266141027,0.2909642141604642,0.3028105735533301,151.94317626953125,15
0.6957200882663904,0.3173285736713917,0.29226199622757043,0.30427991173360996,151.7275390625,16
0.6936333419221714,0.3195686556599625,0.2942121852005362,0.3063666580778286,151.54368591308594,17
0.6907142123638726,0.3226074283225519,0.2970207158920792,0.3092857876361272,151.36204528808594,18
0.6876923839884291,0.32569753413241354,0.2999751826551538,0.31230761601157087,151.18258666992188,19
0.6845046125472741,0.32902554391025596,0.3030340506561664,0.31549538745272615,150.98536682128906,20
0.6816935335404514,0.3319667542084862,0.30572597536267354,0.31830646645954913,150.8193359375,21
0.6798690962673015,0.3339143254359994,0.30744028585349026,0.32013090373269876,150.65936279296875,22
0.6754268591329529,0.3382506127202742,0.31195880233279083,0.32457314086704714,150.51263427734375,23
0.6730717135790997,0.3407210668248072,0.31420875487741234,0.32692828642090055,150.3757781982422,24
0.6712220923145324,0.3426105424516262,0.316018890240687,0.32877790768546783,150.25274658203125,25
0.6683304363169145,0.3456349670446527,0.318788878286803,0.3316695636830857,150.12774658203125,26
0.6673184759864079,0.3466542269080189,0.3197915823332703,0.3326815240135921,150.0015411376953,27
0.6599313603383248,0.3541700795945181,0.32704711276927034,0.3400686396616757,149.7643585205078,28
0.6582448217836454,0.3558855772310058,0.32870402004064875,0.34175517821635465,149.6298370361328,29
0.6569384550358045,0.35733588681815043,0.32988381897085195,0.34306154496419566,149.51885986328125,30
0.655458950838774,0.3588771149548132,0.33130635273527986,0.3445410491612261,149.4136505126953,31
0.6542657566238663,0.36010379417472294,0.33246748930753955,0.3457342433761343,149.30718994140625,32
0.6530515387405046,0.3614032986496911,0.3336054386948536,0.3469484612594957,149.19204711914062,33
0.6514614884748504,0.36309358940958414,0.3351053774502344,0.34853851152514936,149.09230041503906,34
0.649933653386518,0.36473419359084946,0.33653263025190894,0.3500663466134825,149.0027618408203,35
0.6478533651233346,0.36691169748658664,0.338523937203084,0.35214663487666575,148.9013671875,36
0.6453922663565089,0.3695017762395646,0.3408678789650994,0.35460773364349135,148.77737426757812,37
0.644013362248264,0.3709144250132189,0.34221392800865297,0.355986637751736,148.64813232421875,38
0.6399312919536336,0.3753296764355169,0.34600027797968014,0.3600687080463666,148.54153442382812,39
0.6379926863107553,0.37729870318776104,0.34790712385241873,0.362007313689245,148.40943908691406,40
