alpha,id,sentence,VI,normalized-VI,homogeneity,completeness,V-score
0.5,0,-,4.449060071535824,0.4683500439761692,0.581729082130191,0.4895096912329209,0.5316499560238306
0.6,0,-,4.15410256278117,0.4370742274772986,0.6162691643885325,0.51808137736526,0.5629257725227007
0.7,0,-,4.237125730245695,0.4457004917951837,0.6069739051640665,0.5100374488081434,0.5542995082048171
0.8,0,-,4.302820055840796,0.4521237718659809,0.6005865313981491,0.5036716329118784,0.5478762281340191
0.9,0,-,4.33715101443837,0.4559892461038604,0.596011607118271,0.5003556930817927,0.544010753896139
1.0,0,-,4.449060071535824,0.4683500439761692,0.581729082130191,0.4895096912329209,0.5316499560238306
