id,sentence,VI,normalized-VI,homogeneity,completeness,V-score,epoch
0,-,6.549877877991291,0.8456802130449674,0.1376721002278809,0.1755474665174932,0.1543197869550327,1
0,-,6.756300493910532,0.8331860302566864,0.1558104867087604,0.1794897011611571,0.1668139697433133,2
0,-,6.51949993720493,0.8487321882009751,0.1338404617074109,0.17391300251014,0.1512678117990251,3
0,-,5.920623985011046,0.8438842670972538,0.12616199603736,0.204721222952796,0.1561157329027468,4
0,-,6.238977356859242,0.8172122944673829,0.1607395648580958,0.2118459480943323,0.1827877055326169,5
0,-,6.000862829011633,0.7638415011141912,0.2137033437886496,0.2638867391179181,0.2361584988858094,6
0,-,5.913858767691358,0.7593805466681703,0.215843764178759,0.2718204416661173,0.2406194533318298,7
0,-,5.938163453244789,0.743831347353413,0.235559673737093,0.280729514680094,0.2561686526465873,8
0,-,5.581215198593725,0.6819332731418075,0.2998488695906351,0.3386415001534524,0.3180667268581927,9
0,-,4.962739375937365,0.5901129261230244,0.3970524247074005,0.4235791962286556,0.4098870738769751,10
0,-,4.974108452804971,0.5540002582956352,0.4612508498735516,0.4317248994096933,0.4459997417043652,11
0,-,4.921511941948624,0.5319963034144343,0.4986967079217234,0.4408697303559212,0.4680036965855659,12
0,-,4.84893604024911,0.5171791483960124,0.521421285334742,0.4495416167963344,0.4828208516039874,13
0,-,4.837734005706044,0.5124919056594383,0.5300710617844032,0.4512724008803049,0.4875080943405618,14
0,-,4.785269960314767,0.5054058159577622,0.5394019381471417,0.4566597661881804,0.4945941840422385,15
0,-,4.761060920535736,0.5029470347576419,0.5419777339102281,0.4590057778797203,0.49705296524236,16
0,-,4.696044179787889,0.4952508303040409,0.5512896818893265,0.4654549267498115,0.504749169695958,17
0,-,4.67418703558602,0.4925495546155331,0.5546858447183651,0.4676285838589758,0.5074504453844663,18
0,-,4.6634285327062335,0.4908129476802596,0.5572678080484225,0.4687440749216683,0.5091870523197406,19
0,-,4.63985402046161,0.4879400306702928,0.5608619568362283,0.4710709220722743,0.5120599693297072,20
0,-,4.613034896180927,0.4852331796884698,0.5636948742410967,0.473654191992896,0.5147668203115304,21
0,-,4.60805486195599,0.4837723146225979,0.5663895233148766,0.4742280546570359,0.516227685377403,22
0,-,4.604563268004,0.4837210532211793,0.5660765436367159,0.4745342960986284,0.51627894677882,23
0,-,4.564305582489816,0.4793943290638782,0.5709367577577944,0.4784295798147843,0.5206056709361223,24
0,-,4.551175023312325,0.4782363949754925,0.5719419935680576,0.4796796970645451,0.521763605024509,25
